sentence,label,category
from bank of + aland an total operating profit fell to eur 4. 2 c in the fourth quarter or 2007 from eur 2. 6 m in the third quarter of 2012.,negative,Augmented_Data
"overall monitoring progress on clinical care results in at 3. 21 eur, together with last year ' of 0. 12 eur.",positive,Augmented_Data
"finnish electronics contract manufacturer scanfil reports net sales of eur 241.2 mn in 2006 , down from eur 321.6 mn in 2005 .",negative,Sentences_50Agree
"van & tikanoja ' 2007 operating profit excluding non - recurring and imputed items on the second quarter was 2. 3 m, four half eur13. 0 in a business ever.",negative,Augmented_Data
"cablevision systems corp. cvc their madison square garden division owns and operates the new york knickerbockers basketball team ; they also own the madison square garden arena , the new york rangers hockey team , the new york liberty women is basketball team , and the hartford wolf pack hockey team .",neutral,Sentences_50Agree
"` ` uncommonly weak snow storms on nearly every market have exposed our country quarter though, ' ' hotel executive phil phillips reported.",negative,Augmented_Data
eps grew to 0.04 eur from 0.02 eur .,positive,Sentences_50Agree
the eur17m contract includes both design and construction works .,neutral,Sentences_50Agree
"h + nkan s + schmidt, supervisor of mobility services at siemens, also forecast that transport data volume on the teliasonera network to iran will rise three - fold to 200, 000 tb in 2014.",positive,Augmented_Data
sas finnair have lost over 500 projects because of the strike.,negative,Augmented_Data
"operating revenues on on - recurring items amounted from eur 40. 3 mn, down with euro 57. 3 nm year - on - week.",negative,Augmented_Data
kalmar has been awarded a new 5-year contract to supply its rough terrain container handler rtch .,positive,Sentences_50Agree
"`` eb tough voip was designed to fulfill the communications needs of military units , and we continue to strive towards achieving that goal , '' mikko viitaniemi , eb elektrobit defense products , wireless solutions senior manager , said in a statement .",neutral,Sentences_50Agree
"it stood also down, at x20ac 495 million $ 8 000, compared against almost 800 million each year earlier.",negative,Augmented_Data
"of plants used had only 3. 5 pct, the 1 euros euro ( $ 31. 3 mln ), negative feedback on the population.",negative,Augmented_Data
"finnair plc carried its projected 7. 8 million users by 2006, an increase almost 17. 5 percent on the previous figures, reducing finnish national carrier the tuesday.",positive,Augmented_Data
"the e-commerce site and flagship will be managed by marimekko north america retail llc , a subsidiary established in the u.s. last year .",neutral,Sentences_50Agree
decrease of investment yield was 4. 1 % more to 11. 8 % than the first quarter of 2008.,negative,Augmented_Data
"quarterly diluted eps on continuing operations came in at 0.21 eur , compared with last year is 0.12 eur .",positive,Sentences_50Agree
"operating profit were eur 23. 0 m, up from previous 23. 0 mt.",positive,Augmented_Data
the seawind that was en route from the finnish harbour of helsinki to stockholm gets stuck in ice already from 4 p. h. on wednesday after the regal star ' s run from the swedish port of kapellskar to iceland in northwestern greenland was cut short at 2 a. m. on wednesday.,negative,Augmented_Data
the company said it estimates would generate a slight deficit independently from cost - cutting processes.,positive,Augmented_Data
`` it wo not happen overnight .,neutral,Sentences_50Agree
diluted tax per share ( eps ) paid below eur 0. 78 and local 100. 89.,negative,Augmented_Data
finnish electronics manufacturer pkc group oyj ( omx code : pkc1v ) said on wednesday ( 31 october ) east germany has completed the purchase of the nutzfahrzeuge ag ' s cable tv company from man star trucks & buses of berlin in poland.,positive,Augmented_Data
"compared with previous big 100 index, stocks rose 28. 3 points through 23. 5 % on the block, this was at secondary price change of 18. 1 %.",positive,Augmented_Data
customers in a wide range of industries use our stainless steel and services worldwide .,neutral,Sentences_50Agree
export declined over 6 times by 16. 4 meter liters.,negative,Augmented_Data
"motorola accounted for 11.5 percent of the south korean handset market as of the end of april , samsung held 55 percent and lg electronics 19 percent , according to korea-based atlas research group .",neutral,Sentences_50Agree
the branch - offs will concern 2 million less of the total 320 000 employees in finland.,negative,Augmented_Data
"profit for later period totalled eur 14. 8 mn, third from just 1. 1 d in the city district throughout austria.",negative,Augmented_Data
operating expenditure excluding business - recurring expenses was eur 7. 18 million comparing to eur 11. 18 billion.,negative,Augmented_Data
"according to private pension insurance company varma, and was the recipient of for five thirds of the billion of the insurance - related wage cover industry was successfully competitive tendering in russia.",positive,Augmented_Data
"between january - april 2009, the group ' s sales totalled on 7, 801. 43 mn, which marks a hike of 12. 49 % against the similar period as 2008.",negative,Augmented_Data
"at the completion of march 2011, the group ' total order book was around eur 39. 6 trillion, up 53 % against the uk order in august.",positive,Augmented_Data
"the evidentiary hearing in the investigation is scheduled for april 21 - may 1 , 2008 .",neutral,Sentences_50Agree
srv lowered the net asset slightly over the whole of 2008 due to uncertainties in credit payments.,negative,Augmented_Data
the new technology decreased audio signal quality or appearance while increasing throughput.,positive,Augmented_Data
"finnish government reports its operating profit increased to eur 25. 5 mn in 2005 from only 9. 8 mn in 2004, whilst overall sales were over 103. 3 mw, up from eur 96. 4 km.",positive,Augmented_Data
"in 2007 talentum will disclose three interim reports - q1 ( january - march ) on friday , 27 april , 2007 - q2 ( april - june ) on friday , 20 july , 2007 - q3 ( july - september ) on friday , 26 october , 2007 .",neutral,Sentences_50Agree
"`` the implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' mr meiklejohn said .",negative,Sentences_50Agree
"in 2009 , lee & man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",neutral,Sentences_50Agree
the states ' expected turnover for any full fiscal term is designed to show a slight increase from the initial four year.,positive,Augmented_Data
"technopolis and the st. petersburg government signed a cooperation memorandum in october 2005 to set up a techno-park in the neudorf production zone in the village of strelny , in the st. petersburg suburbs .",positive,Sentences_50Agree
"operating loss over eur 12. 40 million, compared for major decrease of euros 1. 7 mn in the first half of 2016.",negative,Augmented_Data
"operating profit decreased to nearly eur 1.7 mn , however .",negative,Sentences_50Agree
"finnish electronic composites, this norwegian company that designs, manufactures, and repairs the profiles of tubes for various industrial purposes, reports its net sales decreased by 0. 9 % in the second quarter of 2010 as eur 19. 2 mn above eur 19. 3 mn in the corresponding period in 2009.",negative,Augmented_Data
"after the sale , savcor group ltd will comprise savcor art , a corporate function and an investment in cencorp corporation .",neutral,Sentences_50Agree
"finnish construction company yit oyj said on november 13 , 2007 it won a 70 mln euro $ 102.8 mln contract to construct the new office building for local property company tapiola real estate oy .",positive,Sentences_50Agree
diluted earnings per share ( eps ) stood at eur 0.25 versus eur 0.42 .,negative,Sentences_50Agree
the actions are expected to deliver annual cost savings of some eur15-20m .,positive,Sentences_50Agree
chief technology officer olli - pekka kallasvuo ' s changes on tuesday january the same month after nine months the company has traded executives and operations as nokia loses ground to intel ' s apple and microsoft ' s nokia.,negative,Augmented_Data
"most of the growth in beer consumption took place in the far east , latin america and africa .",neutral,Sentences_50Agree
"in fact, twelve further 29 exist to be retained on until further work and the whole workforce can be written off for other periods if needed.",negative,Augmented_Data
sports equipment sales also progressed well owing to the prolonged winter season .,positive,Sentences_50Agree
"the major part of the deliveries include different ac and cxe amplifier solutions and products by dinh telecom , a company acquired by teleste last spring .",neutral,Sentences_50Agree
"profit for the period was eur 10.9 mn , down from eur 14.3 mn in 2009 .",negative,Sentences_50Agree
"`` basware is product sales grew strongly in the financial period , by 24 percent .",positive,Sentences_50Agree
"the expected headcount reduction can be 400 persons, new company announced.",negative,Augmented_Data
"key buyers were finnish it security provider tietoenator oyj was friday threatened with hostile eur1. 08 billion $ 1. 4 billion takeover from buyout shop nordic capital, giving new life to a possible contract offer from blackstone group lp from norwegian telecom telenor asa.",positive,Augmented_Data
"in january-september 2010 , fiskars ' net profit went up by 14 % year-on-year to eur 65.4 million and net sales to eur 525.3 million from eur 487.7 million .",positive,Sentences_50Agree
operating profit rose to eur 3.2 mn from eur 1.0 mn in the corresponding period in 2008 .,positive,Sentences_50Agree
tourism - related expenditures rose approximately 3. 1 % at rs 41. 3 mn from eur 438. 5 mn in august.,positive,Augmented_Data
"copper , lead and nickel also dropped ... hbos ( hbos ) plummeted 20 % to 70.3 pence after saying this year+ ??",negative,Sentences_50Agree
"furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' ceo jan lang said .",positive,Sentences_50Agree
"the most significant capital expenditure items were in the global enterprise resource planning erp project , product development and production machines .",neutral,Sentences_50Agree
"the manufacture of cpps will be undertaken at the existing export oriented unit eou at wartsila is factory at khopoli , near mumbai .",neutral,Sentences_50Agree
the company said even its projected average performance for a january - february period fell short of current year ' 70s corresponding performance.,negative,Augmented_Data
"according to finnish financial services group sampo is ceo , bj+rn wahlroos , danish danske bank is acquisition of sampo bank for eur 4bn was the largest cash deal in finland is economic history .",neutral,Sentences_50Agree
a 2001 agreement expired earlier this month .,neutral,Sentences_50Agree
"its board of directors will propose a dividend of eur0 .12 per share for 2010 , up from the eur0 .08 per share paid in 2009 .",positive,Sentences_50Agree
"lule+ municipality has awarded yit a 2-year contract , for property management of about one third of the municipality is properties , with a total area of 140,000 sq. metres .",positive,Sentences_50Agree
"dealers said the share was largely hit by investor disappointment about a refining target topping just 9. 48 usd per barrel during the quarter and the lead during its last unit, which saw ebit drop to 4 mln eur from 20 l eur a year amid a fall in port and tanker costs.",negative,Augmented_Data
"the company is transportation business is conducted through florida rock & tank lines , which is a southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities .",neutral,Sentences_50Agree
finnish kci konecranes is been awarded an tender for 35 hot metal fuel boats by irish steel subsidiary bhushan steel & strips and be delivered into ireland.,positive,Augmented_Data
latvia is stockmann shopping mall is a subsidiary of finland is stockmann plc. .,neutral,Sentences_50Agree
"marimekko makes all sorts of colorful little impulse buys `` umbrellas , baby bibs , change purses `` and they are all for sale , the better to take advantage of shoppers who ca not commit to furniture but want a piece of the action .",neutral,Sentences_50Agree
"france t+l+com spent more time studying teliasonera than other potential takeover targets because it has a shareholder that wants to sell , pellissier said .",neutral,Sentences_50Agree
` ` prospects for sports tourism looks good in detroit.,positive,Augmented_Data
"in the first quarter of 2010, the mark - to - cap result reached a pretax income of eur 133 million after total loss of r 55 million with this same fund last year.",positive,Augmented_Data
benefon will turn the salo unit into a b2b business unit and establish a b2c business unit in the uk .,neutral,Sentences_50Agree
the earnings per share ( eps ) rates against cad 2. 05 through eur 0. 20.,positive,Augmented_Data
her present position is the director of stockmann is international department stores .,neutral,Sentences_50Agree
this amount will not be included in the pensionable salary .,neutral,Sentences_50Agree
- net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,negative,Sentences_50Agree
upm - kymmene is working also as local enforcement agents towards combat fuel consumption and greenhouse dioxide emissions.,positive,Augmented_Data
`` ruukki is now included on djsi world for the second year running and the european djsi stoxx for the third year running .,neutral,Sentences_50Agree
"most of the raw materials come from europe and the us and are paid in euros or us dollars , while sales take place in rubles .",neutral,Sentences_50Agree
the bank is also examining the benefits of transferring the swedish business to operate as a branch office so that the operations would be governed by finland is laws .,neutral,Sentences_50Agree
"in january - november 2009, siemens group ' sm product measured roughly 7, 900. 25 mn, which was a drop of 70. 6 % of the same value of 2008.",negative,Augmented_Data
"knowing that good cellphone design is also its work of art, its website for its nokia 6131 stands as colorful canvas for an approach to mobile - inspired sentiments.",positive,Augmented_Data
"operating profit stood for some eur 1. 34 billions, however.",negative,Augmented_Data
"the changes will take effect on 1 january 2010 , and they are not estimated to have an impact on the number of employees .",neutral,Sentences_50Agree
"the annual report will be sent automatically to shareholders holding at least 2,000 sampo plc shares .",neutral,Sentences_50Agree
payment of shares shall be effected on subscription .,neutral,Sentences_50Agree
rapala vmc corporation ( rapala ) is a finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,neutral,Sentences_50Agree
` ` capital expenditure on industrial efficiency must unfortunately come along within the decline in food prices.,negative,Augmented_Data
"by combining solar 3d engine into a single platform, sun said that it has extended the size and deployment.",positive,Augmented_Data
"berling capital , umo capital and veikko laine are the biggest shareholders in amanda capital .",neutral,Sentences_50Agree
"finnish k + f has had awarded an operating concession to cfr, the national railway company under romania.",positive,Augmented_Data
major order in india comptel corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in india .,positive,Sentences_50Agree
"amounts of july to september were 14 quarters of ( euro ) 467 million from a bit earlier, public bank said thursday.",positive,Augmented_Data
"copper, lead and nickel ore dropped... alberta ( canada ) plummeted 28 % from 5. 30 and after monday this year + 10??",negative,Augmented_Data
"the company also said on november 16 , 2006 its real estate fund i ky signed an agreement with finnish window maker fenestra oy to build a window plant in forssa , southern finland .",positive,Sentences_50Agree
"the acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers .",neutral,Sentences_50Agree
the order also includes start-up and commissioning services .,neutral,Sentences_50Agree
"finnish software developer basware oyj said on november 30 , 2006 its u.s. subsidiary basware , inc. won an order to provide software for contract lifecycle management to an unnamed u.s. medical technology company .",positive,Sentences_50Agree
operating profit fell to eur 20.3 mn from eur 74.2 mn in the second quarter of 2008 .,negative,Sentences_50Agree
"sales in copa america increased up 41 % to eur 18, while a total being 8. 7 mn mobile devices were sold in the area, representing an increase of 26 % from the corresponding euros 1 euro.",positive,Augmented_Data
juha-pekka weckstr+m has been appointed president of telecom group teliasonera finland to succeed esa rautalinko .,neutral,Sentences_50Agree
that company said that sales in the three months to the 1 may 2017 correspond with 13. 8 m to $ 113. 4 million from eur91. 2 m last year.,negative,Augmented_Data
` ` you were the best bidders and i... final approval looks delayed. ' ',positive,Augmented_Data
its mid annum were a loss of eur0. 24.,negative,Augmented_Data
17 march 2013 - goldman sachs provides it those are great prospects for the existing mobile contract to norway ' s competitor asa osl : tel and sweden ' ts teliasonera ab sto : tlsn in the short term.,negative,Augmented_Data
"however, the measures placed during the phase commencing consideration rose by 17 % quarter - on - quarter of the eur 213 million ordered in the second quarter to 2013.",negative,Augmented_Data
"technopolis and the st. petersburg government signed a cooperation memorandum in october 2005 to set up a techno-park in the neudorf production zone in the village of strelny , in the st. petersburg suburbs .",positive,Sentences_50Agree
any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,neutral,Sentences_50Agree
"adp news - nov 6, 2008 - finnish retail it business aldata solution oyj omx : ald1v said today while he swung to american net profit of eur 2. 26 million in 2. 7 m for the first 2 quarters of 2008 versus us net loss of eu",positive,Augmented_Data
"the airline was targeting travel agents , tour operators and travel management companies to raise awareness first before targeting consumers , he added .",neutral,Sentences_50Agree
"the period-end cash and cash equivalents totaled eur6 .5 m , compared to eur10 .5 m in the previous year .",negative,Sentences_50Agree
"` ` last year, it recorded a 9. 6 - cent gap in latin asian sector, with more a 1. 10 million passengers between all two states. ' '",positive,Augmented_Data
"`` we are delighted with the move '' says morna cowie , co-owner , above , `` it is double the size of our current shop and has a lovely feel to it . ''",positive,Sentences_50Agree
"last century, canada cut ties, builds mills from finland and creates 700 jobs.",negative,Augmented_Data
- 2012 receipts for the period are expected to fall well below that of last year and if result after re - finished items is anticipated to show shown no decline.,negative,Augmented_Data
"` this goes for low order to follow successfully in 159 elevators toward those same south central node, ' kone spokeswoman told thomson financial news.",positive,Augmented_Data
"value of standard chartered ( stan ) rose 1. 7 % in 2008 ftse 100, while royal bank for england ( plc ) became up 2 % and royal shares ( barc ) ( bcs ) were up 2. 7 %.",positive,Augmented_Data
operating profit rose to eur 13.1 mn from eur 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,positive,Sentences_50Agree
the new plant is planned to have an electricity generation capacity of up to 350 megawatts ( mw ) and the same heat generation capacity .,neutral,Sentences_50Agree
"poyry plc additional information by : martin kuzaj , president , industry business group , finland tel. +358 10 33 21179 sanna paivaniemi , director , investor relations , poyry plc , finland tel. +358 10 33 23002 poyry is a global consulting and engineering company dedicated to balanced sustainability .",neutral,Sentences_50Agree
moody believes another strike will cause average daily net losses of amounts of eur 2mn due to every round of passenger re - purchases.,negative,Augmented_Data
"alexandria , va. , july 11 -- hannu kahonen of juuka , finland , has developed an ornamental design for a handle for fire pit door , the u.s. patent & trademark office announced .",neutral,Sentences_50Agree
"finland county, finnish based clients were awarded contract for specialist mountain area forestry construction.",positive,Augmented_Data
chemical materials using plastic device maker asa corporation estimates this net loss from continuing operations narrowed to 1. 8 mln euro ( $ 2. 3 mln ) in 2008 from 3. 0 mln euro ( $ 4. 8 usd ) in 2005.,positive,Augmented_Data
"store closed october 2005 - finnish lifting equipment maker konecranes announced 7 : 2 said as it acquired national machine tool corporation unlimited in cincinnati, ohio, for about undisclosed sum.",positive,Augmented_Data
"the report profiles 614 companies including many key and niche players worldwide such as black & decker corporation , fiskars corporation , fiskars brands , inc. , husqvarna outdoor products inc. , k+s group , ryobi technologies , inc. , the scotts miracle-gro company , and van group , inc. .",neutral,Sentences_50Agree
finnish metal products company componenta oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,negative,Sentences_50Agree
the sales from the business segment moved up 4. 25 % year - on - year into eur3. 85 billions in january 2010.,negative,Augmented_Data
"it is a member of the oneworld alliance , which includes american airlines and british airways .",neutral,Sentences_50Agree
"total cost to non - functional items was eur 27. 9 mn, compared with a profit of eur 1. 6 mn of 2008.",negative,Augmented_Data
the company says the measures are no longer needed .,neutral,Sentences_50Agree
"in finland, dot - bit ' s staff reportedly considers boycotting another agency ' s insurance sales department because the staff has refused the take the sale of insurance under account in determining wages.",negative,Augmented_Data
"featuring the s60 user interface , this 135-gram model also comes with a 2.4-inch quarter vga display and 100 megabytes of internal memory , expandable through the micro secure digital slot .",neutral,Sentences_50Agree
"the planner of that project predict that once traffic arrives completed in april 2016, skanssi may attract under 4. 000 thousands visitors annual.",positive,Augmented_Data
"as the moment, valio remains not involved, although unless the court continues it now, it may become quite a problem.",negative,Augmented_Data
the rationalization for new operations aims to achieve almost c 1 million as yearly savings as from the second to its 2000 current financial year.,positive,Augmented_Data
"near - use of into water bottles has also significantly increased and the rate of use in strapping tape had taken up again after this surge in quality, petcore failed previously.",positive,Augmented_Data
"the lithuanian beer market made up 14.41 million liters in january , a rise of 0.8 percent from the year-earlier figure , the lithuanian brewers ' association reporting citing the results from its members .",positive,Sentences_50Agree
the company will issue an inaugural eurobond deal in the near future subject to market conditions .,neutral,Sentences_50Agree
europe needs 17 new large paper machines .,neutral,Sentences_50Agree
the act helped establish the fixed wealth fund reserves.,negative,Augmented_Data
the administrators have indicated a need for 900 job cuts at the irish insurer over the next 15 months .,negative,Sentences_50Agree
"neste oil corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels .",neutral,Sentences_50Agree
"operating result that this single - digit contract holds back the profit of 2. 4 m with turnover decreased from eur5. 6 m, as compared february 2004.",negative,Augmented_Data
earnings per share eps amounted to eur0 .01 .,neutral,Sentences_50Agree
ebit margin was up from 1.4 % to 5.1 % .,positive,Sentences_50Agree
juha haapakoski will continue as editor-in-chief with budget responsibility also with the new publisher .,neutral,Sentences_50Agree
in the meantime the ceo is duties will be assumed by outotec is deputy ceo seppo rantakari .,neutral,Sentences_50Agree
rushydro has an agreement to transfer its stakes in oesk and the five ercs into the trust management of inter rao .,neutral,Sentences_50Agree
finnish raute precision has won large glass batch plant and mortar plant orders from mexico and the us .,positive,Sentences_50Agree
the closing of such transaction took place today .,neutral,Sentences_50Agree
"` ` m & o ferries service has a very small and powerful vessel for route dover to dover trips, ' ' head of the harbour ' s rauma ab, outside suistio, amsterdam.",positive,Augmented_Data
"the fifteen year turn - around recommendations were expected to ensure garcia ' s subsequent career, her principal said.",positive,Augmented_Data
shares of nokia corp. rose thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,positive,Sentences_50Agree
the overall sales decreased at eur 49. 6 euro from eur 59. 8 euros.,negative,Augmented_Data
"according to finnish petrol station chain st1 is managing director kim wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",negative,Sentences_50Agree
small shareholders have voiced worries that the shares to end along with major investors.,negative,Augmented_Data
"operating profit totalled eur 4. 9 million, resulting from total profit of eur 0. 7 m.",negative,Augmented_Data
annual sales averaged out 32 % from the previous accounting period.,negative,Augmented_Data
"the device can also be used for theft protection and positioning of vehicles , boats and other assets .",neutral,Sentences_50Agree
it is bad behaviour in their barbeque season.,negative,Augmented_Data
"national organizer jonas salonius, having met both parties on wednesday, said this seemed too much different in religious views forcing him to attempt mediation.",negative,Augmented_Data
what we think ?,neutral,Sentences_50Agree
cramo emerged as a pretax loss selling eur 6. 29 million from that pretax profit losing r 58. 11 000.,negative,Augmented_Data
cash flow for operations in september - december 2008 was kept mean at 18. 1 mn with without eur 4. 7 mn in the corresponding period in december.,negative,Augmented_Data
"the new company will likely hold an ipo on the nyse or another international stock exchange , according to altimo which manages the alfa group is telecommunications assets and teliasonera is agreement , which has been published on the website of the u.s. securities and exchange commission .",neutral,Sentences_50Agree
outotec is net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,positive,Sentences_50Agree
"raute , headquartered in nastola , finland , is a technology company serving the wood products industry worldwide .",neutral,Sentences_50Agree
"publishing sweden ' s operating charity was eur 1. 1 000 from early april 2009, up to global profit of eur 0. 6 million the decade ago.",negative,Augmented_Data
its height of the silicon plant grew above 4. 0 % cycle - on - year to 5. 3 m on june 2010.,negative,Augmented_Data
7 december 2010 - east - german telecoms equipment maker operator siemens networks said today it won a contract and upgrade the radio network by helsinki - based broadcasting group elisa oyj e : com.,positive,Augmented_Data
her last position in nokia siemens networks was head of business human resources nsn global it .,neutral,Sentences_50Agree
"kalnapilio - tauro grupe ( kalnapilis - tauras group ), which is represented by denmark ' in royal unibrew, raised its media share over 90. 2 kilometers from 23. 1 percent, as alcohol sales for the nine months went by 20. 4 percent to 52. 99 million liters.",positive,Augmented_Data
` very recommendable ' is the nokian z g2 according to the ` adac judgement ' in the latest summer tyre test of the german automobile association adac .,positive,Sentences_50Agree
"( adp tv ) - feb 11, 2009 - finnish wood products technology company raute ab ( hel : helsinki ) said the its annual profit decreased to rm 4. 8 millions ( usd 6. 1 m ) for 2008 from eur 6. 8 million for 2007.",negative,Augmented_Data
this is the second successful effort for the financial investor this year .,positive,Sentences_50Agree
the subscription period of amer sports ' 2002 warrant scheme will end on 31 december 2007 .,neutral,Sentences_50Agree
"with the measures , suominen corporation aims to ensure the competitiveness of the flexible packaging business in the long term .",positive,Sentences_50Agree
"consolidated net sales increased 16 % to reach eur74 .8 m , while operating profit amounted to eur0 .9 m compared to a loss of eur0 .7 m in the prior year period .",positive,Sentences_50Agree
"the world of glass is coming to egypt and we invite visitors from all around the world to attend glass world exhibition 2009 , register now at",neutral,Sentences_50Agree
teleste to business 360 have become an integration partner from sentry s advanced 120 - degree network camera client line to geo s enterprise video management systems.,positive,Augmented_Data
danske bank is denmark is largest bank with 3.5 million customers .,neutral,Sentences_50Agree
the dual-fuel engines of the vessel can operate on liquefied natural gas lng with low emissions .,neutral,Sentences_50Agree
the fair value from the municipality ' s investment properties changed down to eur 2. 21 billion during early end of 2001 with eur 2. 916 bn a year later.,negative,Augmented_Data
"so, keeping pretax profit to another 46. 4 billions at its 42. 8 mn in a third quarter of 2013.",positive,Augmented_Data
"to the other side, finnish sawmills ' production contracts received substantially more.",negative,Augmented_Data
"before fki , john jiang has worked in several general manager or senior business consultant positions for international companies in china .",neutral,Sentences_50Agree
the value of this kind of order amounts usually between euro 2 and 3 million .,neutral,Sentences_50Agree
the exercise originated in finland in the early 1930s as a training method for cross-country skiers .,neutral,Sentences_50Agree
"motorola inc. of the united states came second with shipments of 217.4 million units for a 21.3 percent market share , followed by south korea is samsung electronics co. with shipments of 118.0 million units for an 11.6 percent share .",neutral,Sentences_50Agree
"the organization ' s consolidated operating budget amounted to rm 6. 86 mn, up from both 14. 14 through year - in - years.",positive,Augmented_Data
the bank sees a potential for getinge share to rise .,positive,Sentences_50Agree
rental of building equipment accounted for 88 percent of the operating income .,neutral,Sentences_50Agree
short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,neutral,Sentences_50Agree
the total capacity of the factory will be approximately 100 engines a year .,neutral,Sentences_50Agree
"water treatment products in australia today , global research & data services is going to publish a market analysis about the market for chemical water treatment products in australia .",neutral,Sentences_50Agree
"altogether capman employs approximately 150 people in helsinki , stockholm , copenhagen , oslo , moscow and luxembourg .",neutral,Sentences_50Agree
"in future, the organization intends towards look for know - anything from outside company company needs to cooperate with different groups in the company.",positive,Augmented_Data
"the ebrd is using its own funds to provide a 21.6 million a loan while the b portion of 10 million euros has been syndicated to two finnish commercial banks , nordea bank finland plc 7.7 million euros and pohjola bank plc 2.3 million euros .",neutral,Sentences_50Agree
"` ` diamond ' s product lines grew quickly in the financial sector, by every euro.",positive,Augmented_Data
"the new system , which will include 60 mc3090 pdas from motorola , to be used by 60 poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing warehouse management system , aldata g.o.l.d stock , which went live in may 2008 .",neutral,Sentences_50Agree
"handel & gabbana unsuccessfully petitioned some european parties to render marimekko corporation ' s ` ` unikko ' ' type pattern case invalid, in a continuing dispute against both two companies.",negative,Augmented_Data
"the hayward , calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",neutral,Sentences_50Agree
the net sales of healthcare trade business in 2009 were eur 145.1 million eur 155.2 million and operating profit eur 8.9 million eur 7.9 million .,neutral,Sentences_50Agree
finnish messaging equipment provider tecnomen mobile ( omx branding : tem1v ) said on air ( 11 december ) that ibm has received an expansion order for its convergent services solution on southwestern georgia.,positive,Augmented_Data
"metrics in qpr scorecard now support date , text and milestone-based values , which improve its support for managing projects around performance or process-related content .",positive,Sentences_50Agree
"coca - cola had the sole manager of manufacturers with a percentage range of 36. 9 %, down 2. 6 % from the indian oil year 2004 - 2007.",negative,Augmented_Data
the policy was also aimed at making the companies more profitable and competitive .,positive,Sentences_50Agree
the transaction will take place without payment of merger consideration .,neutral,Sentences_50Agree
"metsaliitto will sell 1.1 million b shares of neomarkka , accounting for about 18.3 pct of neomarkka is equity and about 12.7 pct of the voting rights .",neutral,Sentences_50Agree
"all the african countries, sales rose by 1. 6 %.",negative,Augmented_Data
"interest from taxes declined by 22 % by eur 187. 8 mn in almost twenty nine months of 2001, and to eur 207. 1 mn the year earlier.",negative,Augmented_Data
"as an meantime, the company must first lay - off 25 % of these whole factories, including 180 persons including kirkkonummi and surrounds factories.",negative,Augmented_Data
it are considered the leading private road ambulance service operating across finland.,positive,Augmented_Data
currently alfred a palmberg is putting the finishing touches to one of finland is biggest ever re-plumbing and bathroom refurbishment projects also in the district of vuosaari .,neutral,Sentences_50Agree
"the costs equals eur 825mn, sixth since eur 330 in 2014.",positive,Augmented_Data
"in sales data, coca - ban ' net dollar share gradually decreased by 7. 2 % from 24. 9 %.",negative,Augmented_Data
"it operates under three distinct brands : united supermarkets , market street and united supermercado .",neutral,Sentences_50Agree
"both operating profit and net sales for the six-month period increased , respectively from eur7 .5 m and eur655 .5 m , as compared to the corresponding period in 2005 .",positive,Sentences_50Agree
"cencorp ' s overall loss after the first week be estimated to be eur0. 9 - 1. 1 m, as compared to eur4. 5 crore in the following quarter overall.",negative,Augmented_Data
"the earnings per share under super serial turned out at 0. 25 crore, up from the 0. 20 eur after those same quarter a third same.",positive,Augmented_Data
"initial estimated total value of the contract was 250 000 euros , excluding vat .",neutral,Sentences_50Agree
`` stonesoft sees great promise in the future of ipv6 .,positive,Sentences_50Agree
mr jortikka is president of the base metal division of outotec oyj in finland and is on the executive committee of outotec .,neutral,Sentences_50Agree
diluted populations range to 14. 68 and 15. 68.,positive,Augmented_Data
"commission rates returned for 22 % with eur 4. 8 million, and lending yields reduced by 13. 5 %.",positive,Augmented_Data
"ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and r&d for its new unit in jyvaeskylae by the end of 2009 .",positive,Sentences_50Agree
from merisatama to the far corners of the world asfaltti osakeyhti+ lemmink+inen was established in 1910 by a group of master builders in helsinki as a specialist business and subcontractor .,neutral,Sentences_50Agree
the event can also be viewed as a live webcast at .,neutral,Sentences_50Agree
